repo,commit,parent_commit,file_path,method_name,method_start,method_end,hunk_id,github_link
Kotlin/kotlinx.coroutines,8f8305744e495eed1d371235e96cb5378307a202,f8c0304a9c8dfcccbc29d0beedc370667b48b4d7,kotlinx-coroutines-test/common/src/internal/TestMainDispatcher.kt,resetDispatcher,35,37,8f3d7570dc9b4b9c933eb6cc,https://github.com/Kotlin/kotlinx.coroutines/commit/8f8305744e495eed1d371235e96cb5378307a202#diff-6f1dfb3dfe5835390370ff3c5eaa0248
Kotlin/kotlinx.coroutines,8f8305744e495eed1d371235e96cb5378307a202,f8c0304a9c8dfcccbc29d0beedc370667b48b4d7,kotlinx-coroutines-test/jvm/src/internal/TestMainDispatcherJvm.kt,createDispatcher,8,13,fd10a6bc305444efb558ab4d,https://github.com/Kotlin/kotlinx.coroutines/commit/8f8305744e495eed1d371235e96cb5378307a202#diff-e352ae9363bd783f2c2179e9005ddadf
Kotlin/kotlinx.coroutines,8f8305744e495eed1d371235e96cb5378307a202,f8c0304a9c8dfcccbc29d0beedc370667b48b4d7,kotlinx-coroutines-test/jvm/src/internal/TestMainDispatcherJvm.kt,getTestMainDispatcher,23,27,0f44110c9bf7448aaf5ffdb4,https://github.com/Kotlin/kotlinx.coroutines/commit/8f8305744e495eed1d371235e96cb5378307a202#diff-e352ae9363bd783f2c2179e9005ddadf
Kotlin/kotlinx.coroutines,0e1c15735474cdb680643f0482e042d1b194b88d,e670f621139c837cae9d0351bc4f55834c6df735,kotlinx-coroutines-debug/src/junit/junit5/CoroutinesTimeoutExtension.kt,coroutinesTimeoutAnnotation,208,211,992026639b724395946b0fcc,https://github.com/Kotlin/kotlinx.coroutines/commit/0e1c15735474cdb680643f0482e042d1b194b88d#diff-2897df24e7d6def5a3c9b9d6d5152e9f
Kotlin/kotlinx.coroutines,0e1c15735474cdb680643f0482e042d1b194b88d,e670f621139c837cae9d0351bc4f55834c6df735,kotlinx-coroutines-debug/src/junit/junit5/CoroutinesTimeoutExtension.kt,interceptMethod,213,253,1666ee62ebca4b6e8ffe6359,https://github.com/Kotlin/kotlinx.coroutines/commit/0e1c15735474cdb680643f0482e042d1b194b88d#diff-2897df24e7d6def5a3c9b9d6d5152e9f
Kotlin/kotlinx.coroutines,a9e8a1eea2fd78547cca320af17325df9499f29a,e3536c6d7802aa56e339da8baf9e7f358f24a07e,kotlinx-coroutines-core/common/src/CancellableContinuationImpl.kt,cancel,201,217,efb0db61b74c42cdba1cf09b,https://github.com/Kotlin/kotlinx.coroutines/commit/a9e8a1eea2fd78547cca320af17325df9499f29a#diff-2f7add25806851ce2bae2b8168d89301
Kotlin/kotlinx.coroutines,a9e8a1eea2fd78547cca320af17325df9499f29a,e3536c6d7802aa56e339da8baf9e7f358f24a07e,kotlinx-coroutines-core/common/src/CancellableContinuationImpl.kt,parentCancelled,219,224,a44109573c0d4e0491e3cddd,https://github.com/Kotlin/kotlinx.coroutines/commit/a9e8a1eea2fd78547cca320af17325df9499f29a#diff-2f7add25806851ce2bae2b8168d89301
Kotlin/kotlinx.coroutines,a9e8a1eea2fd78547cca320af17325df9499f29a,e3536c6d7802aa56e339da8baf9e7f358f24a07e,kotlinx-coroutines-core/common/src/CancellableContinuationImpl.kt,resumeImpl,493,523,23c22a879b2a4b738aeabfb8,https://github.com/Kotlin/kotlinx.coroutines/commit/a9e8a1eea2fd78547cca320af17325df9499f29a#diff-2f7add25806851ce2bae2b8168d89301
Kotlin/kotlinx.coroutines,a9e8a1eea2fd78547cca320af17325df9499f29a,e3536c6d7802aa56e339da8baf9e7f358f24a07e,kotlinx-coroutines-core/common/src/CancellableContinuationImpl.kt,tryResumeImpl,529,553,7e8722ac57854d6b8e22e3b5,https://github.com/Kotlin/kotlinx.coroutines/commit/a9e8a1eea2fd78547cca320af17325df9499f29a#diff-2f7add25806851ce2bae2b8168d89301
Kotlin/kotlinx.coroutines,a9e8a1eea2fd78547cca320af17325df9499f29a,e3536c6d7802aa56e339da8baf9e7f358f24a07e,kotlinx-coroutines-core/common/src/CancellableContinuationImpl.kt,detachChildIfNonResuable,560,563,1e89e88910534cf4824491ab,https://github.com/Kotlin/kotlinx.coroutines/commit/a9e8a1eea2fd78547cca320af17325df9499f29a#diff-2f7add25806851ce2bae2b8168d89301
Kotlin/kotlinx.coroutines,d30af7cc954224312d8cd7f55f5065ccf6bc064c,46f9ccc237b2dcee96f7683e85795545a1358c2f,kotlinx-coroutines-core/jvm/src/scheduling/CoroutineScheduler.kt,dispatch,394,419,79989866c06d40ddb528787e,https://github.com/Kotlin/kotlinx.coroutines/commit/d30af7cc954224312d8cd7f55f5065ccf6bc064c#diff-a17845c69f019970b8d901ad0d53f95a
Kotlin/kotlinx.coroutines,d30af7cc954224312d8cd7f55f5065ccf6bc064c,46f9ccc237b2dcee96f7683e85795545a1358c2f,kotlinx-coroutines-core/jvm/src/scheduling/CoroutineScheduler.kt,signalBlockingWork,432,438,c6671694f90c469f8053342b,https://github.com/Kotlin/kotlinx.coroutines/commit/d30af7cc954224312d8cd7f55f5065ccf6bc064c#diff-a17845c69f019970b8d901ad0d53f95a
Kotlin/kotlinx.coroutines,d30af7cc954224312d8cd7f55f5065ccf6bc064c,46f9ccc237b2dcee96f7683e85795545a1358c2f,kotlinx-coroutines-core/jvm/src/scheduling/CoroutineScheduler.kt,submitToLocalQueue,509,522,8c3316d96243456c92a7bdce,https://github.com/Kotlin/kotlinx.coroutines/commit/d30af7cc954224312d8cd7f55f5065ccf6bc064c#diff-a17845c69f019970b8d901ad0d53f95a
Kotlin/kotlinx.coroutines,d30af7cc954224312d8cd7f55f5065ccf6bc064c,46f9ccc237b2dcee96f7683e85795545a1358c2f,kotlinx-coroutines-core/jvm/src/scheduling/Dispatcher.kt,dispatchYield,116,117,13dbd6933c2b4fe09d8f5a91,https://github.com/Kotlin/kotlinx.coroutines/commit/d30af7cc954224312d8cd7f55f5065ccf6bc064c#diff-201dff99f79688860c402a1fc4b82fb2
Kotlin/kotlinx.coroutines,d30af7cc954224312d8cd7f55f5065ccf6bc064c,46f9ccc237b2dcee96f7683e85795545a1358c2f,kotlinx-coroutines-core/jvm/src/scheduling/Dispatcher.kt,dispatchWithContext,119,121,9fafc5a19579452eacfe06d2,https://github.com/Kotlin/kotlinx.coroutines/commit/d30af7cc954224312d8cd7f55f5065ccf6bc064c#diff-201dff99f79688860c402a1fc4b82fb2
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/CoroutineDispatcher.kt,dispatchYield,227,228,fa664b9f47ae436e993b448d,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-7832ca787857132cd2e88dbc988a96ba
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/CoroutineExceptionHandler.kt,handleCoroutineException,17,31,b5737ca04792423b9b3ac99d,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-eaae2551ba0b70372b774e664fec16ce
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/Yield.kt,yield,25,46,88f72f66c0c6469b8296373f,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-3b54511196c71c61a022cea7d8bff960
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/internal/DispatchedContinuation.kt,resumeWith,188,201,d78ddf4f49ba4cfaaddb0a40,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-74d0613c2e42e9f65840dd6ef2becc2a
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/internal/DispatchedContinuation.kt,resumeCancellableWith,205,219,c0407cbdfde7477eb8f6a78d,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-74d0613c2e42e9f65840dd6ef2becc2a
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/internal/DispatchedTask.kt,run,77,111,3c4a67e53ba14daf94122b96,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-8805a68d34636f746ae261690f0d13ae
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/internal/DispatchedTask.kt,dispatch,138,156,ac6edc6acb194089a5f54017,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-8805a68d34636f746ae261690f0d13ae
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/internal/LimitedDispatcher.kt,dispatch,43,47,30d101fe2ad4460fadf79464,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-0213568d31c439cb4ccb5448aacb5cab
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/internal/LimitedDispatcher.kt,run,109,126,4d7b68dea4144652ad364beb,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-0213568d31c439cb4ccb5448aacb5cab
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/intrinsics/Cancellable.kt,dispatcherFailure,52,63,cc6e7774f72f48088c8a1aa2,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-a0f8efa07e0216a80fa847e74d867460
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/common/src/intrinsics/Undispatched.kt,startCoroutineUndispatched,13,30,a28c22de548746fcb4aa3603,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-ec53e68d574f63ee9d9d0c360555a38d
Kotlin/kotlinx.coroutines,46f9ccc237b2dcee96f7683e85795545a1358c2f,1500c83c628038631791a0a463d07a178a2edcb7,kotlinx-coroutines-core/jvm/src/Executors.kt,execute,107,113,c304329aec5d49f8b0281819,https://github.com/Kotlin/kotlinx.coroutines/commit/46f9ccc237b2dcee96f7683e85795545a1358c2f#diff-a92d658caf1d138be8c41d0851730998
Kotlin/kotlinx.coroutines,1500c83c628038631791a0a463d07a178a2edcb7,1fcffbf008ec98f8e68b1f332f4af4d3ad265fe0,kotlinx-coroutines-core/jvm/src/debug/internal/DebugProbesImpl.kt,getDynamicAttach,52,57,a756018e82bd4edf82958a70,https://github.com/Kotlin/kotlinx.coroutines/commit/1500c83c628038631791a0a463d07a178a2edcb7#diff-e5b3ab317633501e43a82825e6e169fe
Kotlin/kotlinx.coroutines,1500c83c628038631791a0a463d07a178a2edcb7,1fcffbf008ec98f8e68b1f332f4af4d3ad265fe0,kotlinx-coroutines-debug/src/internal/Attach.kt,detach,29,37,89004f6a8a514a08a622963d,https://github.com/Kotlin/kotlinx.coroutines/commit/1500c83c628038631791a0a463d07a178a2edcb7#diff-4e96ec2a4be8733216a5ff1bcaced618
